,"Adult literacy rate, both sexes",,,,,,,,,,,,,,,,,,,,,,,,,,Combined gross enrolment in education (both sexes),,,,,,,,,,,,,,,,,,,,,,,,,,HDI: Expected Years of Schooling (of children),,,,,,,,,,,,,,,,,,,,,,,,,,HDI: Mean years of schooling (of adults),,,,,,,,,,,,,,,,,,,,,,,,,,Public expenditure on education (% of GDP),,,,,,,,,,,,,,,,,,,,,,,,,
,1980,,1985,,1990,,1995,,2000,,2005,,2006,,2007,,2008,,2009,,2010,,2011,,9999,a,1980,,1985,,1990,,1995,,2000,,2005,,2006,,2007,,2008,,2009,,2010,,2011,,9999,,1980,,1985,,1990,,1995,,2000,,2005,,2006,,2007,,2008,,2009,,2010,,2011,b,9999,,1980,,1985,,1990,,1995,,2000,,2005,,2006,c,2007,c,2008,c,2009,c,2010,,2011,,9999,,1980,,1985,,1990,,1995,,2000,,2005,,2006,,2007,,2008,,2009,,2010,,2011,,9999,a
Country,(% aged 15 and above),,(% aged 15 and above),,(% aged 15 and above),,(% aged 15 and above),,(% aged 15 and above),,(% aged 15 and above),,(% aged 15 and above),,(% aged 15 and above),,(% aged 15 and above),,(% aged 15 and above),,(% aged 15 and above),,(% aged 15 and above),,(% aged 15 and above),,(%),,(%),,(%),,(%),,(%),,(%),,(%),,(%),,(%),,(%),,(%),,(%),,(%),,(years),,(years),,(years),,(years),,(years),,(years),,(years),,(years),,(years),,(years),,(years),,(years),,(years),,(years),,(years),,(years),,(years),,(years),,(years),,(years),,(years),,(years),,(years),,(years),,(years),,(years),,(%),,(%),,(%),,(%),,(%),,(%),,(%),,(%),,(%),,(%),,(%),,(%),,(%),
Congo,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,54.7,,55.0,,50.1,k,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,d,12.8,,12.6,,10.9,,9.7,,8.3,,10.5,,10.5,,10.5,,10.5,,10.5,,10.5,,10.5,,10.5,,2.5,,3.2,,4.4,,5.1,,5.5,,5.8,,5.8,,5.8,,5.9,,5.9,,5.9,,5.9,b,5.9,,6.4,,..,,..,,..,,..,,1.8,,..,,..,,..,,..,,..,,..,,1.8,
Congo (Democratic Republic of the),..,,..,,..,,..,,..,,..,,..,,..,,..,,66.8,,..,,..,,66.8,,39.8,,38.3,,24.9,,31.8,,..,,..,,..,,47.0,d,51.4,k,52.1,,..,,..,,52.1,,7.1,,6.8,,6.3,,6.0,,4.6,,6.6,,7.1,,7.5,,8.1,,8.2,,8.2,,8.2,,8.2,,1.2,,1.5,,2.0,,2.7,,3.2,,3.4,,3.4,,3.4,,3.4,,3.4,,3.5,,3.5,b,3.5,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,
Costa Rica,..,,..,,..,,..,,94.9,,..,,..,,..,,..,,96.1,,..,,..,,96.1,,44.6,,45.0,,50.1,,..,,..,,73.0,d,..,,..,,..,,..,,..,,..,,73.0,d,9.5,,9.1,,9.7,,10.4,,10.7,,11.7,,11.7,,11.7,,11.7,,11.7,,11.7,,11.7,,11.7,,5.4,,6.2,,6.9,,7.4,,8.0,,7.9,,8.0,,8.1,,8.2,,8.3,,8.3,,8.3,b,8.3,,7.4,,3.4,,..,,..,,4.4,,..,,4.7,,4.7,,5.1,,6.3,,..,,..,,6.3,
Croatia,..,,..,,..,,..,,..,,..,,..,,..,,..,,98.8,,..,,..,,98.8,,..,,..,,..,,27.3,,70.0,,77.8,,78.5,,79.4,,80.2,,80.3,,..,,..,,80.3,,11.2,,11.2,,11.2,,11.3,,12.2,,13.6,,13.7,,13.9,,13.9,,13.9,,13.9,,13.9,,13.9,,6.9,,7.4,,7.9,,8.5,,9.2,,9.5,,9.5,,9.6,,9.7,,9.7,,9.8,,9.8,"b,h",9.8,,..,,..,,..,,..,,4.2,,4.3,,4.3,,4.1,,4.5,,4.6,,..,,..,,4.6,
Cuba,..,,..,,..,,..,,..,,..,,..,,..,,..,,99.8,,..,,..,,99.8,,45.2,,38.2,,35.6,,40.3,,76.2,,87.5,k,94.8,,100.8,,104.3,,103.2,,..,,..,,103.2,,12.1,,12.3,,12.7,,11.3,,12.7,,14.8,,16.1,,17.1,,17.6,,17.5,,17.5,,17.5,,17.5,,6.5,,7.7,,8.5,,8.8,,9.1,,9.4,,9.5,,9.6,,9.7,,9.8,,9.9,,9.9,b,9.9,,..,,..,,..,,..,,7.2,,..,,..,,11.9,,13.6,,..,,..,,..,,13.6,
Cyprus,..,,..,,..,,..,,..,,..,,..,,..,,..,,97.9,,..,,..,,97.9,,29.0,,28.2,,36.7,,42.4,d,73.6,d,77.6,d,77.6,d,78.7,d,81.3,d,85.0,k,..,,..,,85.0,k,10.3,,9.9,,10.1,,12.5,,12.4,,13.5,,13.6,,13.8,,14.2,,14.7,,14.7,,14.7,,14.7,,6.7,,8.0,,8.7,,9.2,,9.7,,9.0,,9.1,,9.3,,9.4,,9.6,,9.8,,9.8,b,9.8,,3.6,,3.7,,..,,..,,3.1,,4.1,,4.1,,4.1,,..,,..,,..,,..,,4.1,
Czech Republic,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,31.4,,25.2,,27.3,,74.0,,82.8,,83.4,,84.6,,85.7,,86.4,,..,,..,,86.4,,13.1,,12.2,,12.0,,12.7,,13.9,,14.9,,15.0,,15.2,,15.4,,15.6,,15.6,,15.6,,15.6,,10.3,,10.5,,10.9,,11.4,,11.9,,13.1,,12.9,,12.8,,12.6,,12.5,,12.3,,12.3,b,12.3,,..,,..,,..,,..,,4.0,,4.3,,4.6,,4.2,,..,,..,,..,,..,,4.2,
Côte d'Ivoire,..,,..,,..,,..,,48.7,,..,,..,,..,,..,,55.3,,..,,..,,55.3,,31.6,,30.3,,..,,27.7,,38.2,d,..,,..,,..,,..,,..,,..,,..,,..,d,5.8,,5.6,,5.7,,6.1,,6.3,,6.3,,6.3,,6.3,,6.3,,6.3,,6.3,,6.3,,6.3,,1.3,,1.7,,2.1,,2.4,,2.8,,3.1,,3.1,,3.2,,3.2,,3.3,,3.3,,3.3,b,3.3,,6.9,,..,,..,,..,,3.8,,4.3,,4.2,,4.4,,4.6,,..,,..,,..,,4.6,
Denmark,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,42.1,,41.2,,40.8,,46.2,,96.0,,102.8,,101.3,,101.5,,100.5,,100.2,,..,,..,,100.2,,13.4,,13.6,,14.1,,15.1,,16.3,,16.9,,16.7,,16.9,,16.8,,16.9,,16.9,,16.9,,16.9,,9.0,,9.8,,9.6,,9.9,,10.5,,11.1,,11.2,,11.2,,11.3,,11.3,,11.4,,11.4,"b,h",11.4,,6.4,,6.6,,..,,..,,8.3,,8.3,,8.0,,7.8,,..,,..,,..,,..,,7.8,
Djibouti,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,18.1,,24.8,,25.5,,27.5,,..,,30.4,,..,,..,,30.4,,2.4,,2.9,,2.9,,2.9,,3.0,,4.2,,4.4,,4.7,,4.9,,5.1,,5.1,,5.1,,5.1,,..,,..,,..,,..,,..,,3.8,,3.8,,3.8,,3.8,,3.8,,3.8,,3.8,"b,f",3.8,,..,,2.8,,..,,..,,9.7,,8.4,,8.3,,8.4,,..,,..,,..,,..,,8.4,
Dominica,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,74.5,,..,,..,,..,,74.5,,11.8,,11.8,,11.8,,12.1,,12.5,,12.9,,13.0,,13.1,,13.2,,13.2,,13.2,,13.2,,13.2,,..,,..,,..,,..,,7.7,,7.7,,7.7,,7.7,,7.7,,7.7,,7.7,,7.7,"b,i",7.7,,..,,..,,..,,..,,..,,..,,..,,4.1,,4.7,,..,,..,,..,,4.7,
Dominican Republic,..,,..,,..,,..,,..,,..,,..,,88.2,,..,,..,,..,,..,,88.2,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,d,11.0,,11.0,,11.3,,11.7,,12.1,,11.9,,11.9,,11.9,,11.9,,11.9,,11.9,,11.9,,11.9,,3.9,,4.4,,5.0,,5.6,,6.1,,6.7,,6.8,,6.9,,7.0,,7.1,,7.2,,7.2,"b,h",7.2,,2.1,,1.5,,..,,..,,1.9,,..,,..,,2.2,,2.2,,2.3,,..,,..,,2.3,
Ecuador,..,,..,,88.3,,..,,..,,..,,..,,84.2,,..,,84.2,,..,,..,,84.2,,54.9,,55.9,,51.5,k,45.9,,..,,..,,..,,78.5,,82.1,d,..,,..,,..,,82.1,,11.7,,12.2,,12.2,,12.6,,12.9,,13.2,,13.3,,13.3,,14.0,,14.0,,14.0,,14.0,,14.0,,5.4,,6.0,,6.6,,6.9,,6.9,,7.3,,7.3,,7.4,,7.5,,7.5,,7.6,,7.6,b,7.6,,..,,..,,..,,..,,1.3,,..,,..,,..,,..,,..,,..,,..,,1.0,
Egypt,..,,..,,..,,..,,..,,71.4,,66.4,,..,,..,,..,,..,,..,,66.4,,30.4,,34.8,,35.5,d,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,7.5,,8.6,,9.1,,10.4,,11.4,,11.0,,11.0,,11.0,,11.0,,11.0,,11.0,,11.0,,11.0,,2.0,,3.0,,3.5,,4.0,,4.7,,5.5,,5.7,,5.9,,6.0,,6.2,,6.4,,6.4,b,6.4,,4.2,,5.6,,..,,..,,..,,4.8,,4.0,,3.7,,3.8,,..,,..,,..,,3.8,
El Salvador,..,,..,,..,,..,,..,,..,,83.6,,82.0,,84.0,,84.1,,..,,..,,84.1,,..,,..,,..,,45.0,,69.5,,75.4,,74.7,,76.8,,73.4,,..,,..,,..,,73.4,,7.9,,8.5,,9.0,,10.2,,11.3,,12.2,,12.2,,12.7,,12.1,,12.1,,12.1,,12.1,,12.1,,3.0,,3.4,,3.7,,4.7,,5.7,,6.7,,6.8,,7.0,,7.2,,7.4,,7.5,,7.5,b,7.5,,..,,..,,..,,..,,2.5,,2.7,,3.0,,3.0,,3.6,,..,,..,,..,,3.6,
Equatorial Guinea,..,,..,,..,,..,,88.3,,..,,..,,..,,..,,93.3,,..,,..,,93.3,,..,,..,,..,,..,,55.3,d,..,,..,,..,,..,,..,,..,,..,,..,d,8.7,,8.7,,8.7,,8.7,,8.1,,7.7,,7.7,,7.7,,7.7,,7.7,,7.7,,7.7,,7.7,,..,,..,,..,,..,,5.4,,5.4,,5.4,,5.4,,5.4,,5.4,,5.4,,5.4,"b,f",5.4,,..,,..,,..,,..,,0.7,,..,,..,,..,,..,,..,,..,,..,,0.6,
Eritrea,..,,..,,..,,..,,..,,..,,..,,..,,..,,66.6,,..,,..,,66.6,,..,,..,,..,,16.7,,29.3,,34.5,d,33.7,d,30.7,d,..,,29.6,,..,,..,,29.6,,3.4,,3.4,,3.4,,3.4,,4.5,,5.6,,5.5,,5.0,,4.9,,4.8,,4.8,,4.8,,4.8,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,3.4,,3.4,b,3.4,,..,,..,,..,,..,,3.2,,..,,2.0,,..,,..,,..,,..,,..,,2.0,
Estonia,..,,..,,..,,..,,99.8,,..,,..,,..,,..,,99.8,,..,,..,,99.8,,..,,..,,..,,40.9,,88.4,,92.2,d,91.2,d,90.4,d,89.3,,..,,..,,..,,89.3,,12.4,,12.4,,12.4,,12.7,,15.0,,16.0,,15.9,,15.8,,15.7,,15.7,,15.7,,15.7,,15.7,,8.4,,8.8,,9.3,,10.5,,11.7,,11.9,,11.9,,11.9,,12.0,,12.0,,12.0,,12.0,b,12.0,,..,,..,,..,,..,,5.4,,4.9,,..,,4.8,,..,,..,,..,,..,,4.8,
Ethiopia,..,,..,,..,,..,,..,,29.8,,..,,..,,..,,..,,..,,..,,29.8,,14.0,,16.1,d,15.3,,13.3,,29.1,,44.2,d,47.7,d,52.0,d,55.2,d,..,,..,,..,,55.2,,3.2,,3.0,,3.2,,2.6,,4.4,,6.7,,7.3,,8.0,,8.5,,8.5,,8.5,,8.5,,8.5,,..,,..,,..,,..,,1.5,,1.5,,1.5,,1.5,,1.5,,1.5,,1.5,,1.5,"b,l",1.5,,..,,2.4,,..,,..,,3.9,,..,,5.5,,5.5,,..,,..,,..,,..,,5.5,
Fiji,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,39.3,,41.2,,..,,..,,72.8,,73.6,d,..,,..,,..,,..,,..,,..,,73.6,,10.7,,10.6,,12.3,,12.8,,12.9,,13.0,,13.0,,13.0,,13.0,,13.0,,13.0,,13.0,,13.0,,5.9,,6.8,,8.3,,9.8,,9.9,,9.9,,10.1,,10.2,,10.4,,10.5,,10.7,,10.7,"b,h",10.7,,5.0,,..,,..,,..,,5.9,,..,,..,,..,,..,,..,,..,,..,,6.2,
Finland,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,41.3,,42.7,,49.2,,54.5,,104.0,,101.4,,101.5,,101.3,,101.1,,99.7,,..,,..,,99.7,,13.3,,14.0,,15.0,,16.3,,17.7,,17.2,,17.2,,17.1,,17.1,,16.8,,16.8,,16.8,,16.8,,8.3,,8.2,,8.2,,9.2,,8.2,,10.1,,10.1,,10.2,,10.2,,10.2,,10.3,,10.3,b,10.3,,5.1,,5.2,,..,,..,,5.9,,6.3,,6.2,,5.9,,..,,..,,..,,..,,5.9,
France,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,39.4,,37.9,,41.9,,46.3,,91.7,,94.9,,94.8,,94.6,,94.5,,94.5,,..,,..,,94.5,,12.6,,13.0,,14.0,,15.7,,15.6,,16.2,,16.2,,16.2,,16.1,,16.1,,16.1,,16.1,,16.1,,6.0,,6.4,,7.1,,8.3,,9.3,,9.9,,10.0,,10.2,,10.3,,10.4,,10.6,,10.6,"b,h",10.6,,4.9,,5.4,,..,,..,,5.7,,5.6,,5.6,,5.6,,..,,..,,..,,..,,5.6,
Gabon,..,,..,,..,,..,,..,,..,,..,,..,,..,,87.7,,..,,..,,87.7,,65.5,,..,,..,,..,,74.1,d,..,,..,,..,,..,,..,,..,,..,,..,,12.4,,12.7,,12.4,,12.2,,11.8,,13.1,,13.1,,13.1,,13.1,,13.1,,13.1,,13.1,,13.1,,2.3,,3.2,,4.3,,5.2,,6.1,,6.9,,7.0,,7.1,,7.2,,7.4,,7.5,,7.5,b,7.5,,2.5,,4.6,,..,,..,,3.8,,..,,..,,..,,..,,..,,..,,..,,3.8,
Gambia,..,,..,,..,,..,,36.8,,..,,..,,..,,..,,46.5,,..,,..,,46.5,,..,,..,,..,,30.6,,..,,..,,..,,..,,57.3,,..,,..,,..,,57.3,,5.9,,5.9,,5.9,,5.9,,7.1,,8.3,,8.5,,8.8,,9.0,,9.0,,9.0,,9.0,,9.0,,0.7,,0.9,,1.2,,1.8,,2.0,,2.3,,2.4,,2.5,,2.6,,2.7,,2.8,,2.8,b,2.8,,3.6,,4.3,,..,,..,,2.7,,..,,..,,..,,..,,..,,..,,..,,2.0,
Georgia,..,,..,,..,,..,,..,,..,,..,,..,,..,,99.7,,..,,..,,99.7,,..,,..,,..,,35.4,,73.8,,76.4,,75.0,d,77.6,,74.7,k,72.3,,..,,..,,72.3,,12.9,,12.7,,12.4,,10.9,,11.7,,12.6,,12.5,,13.0,,12.6,,13.1,,13.1,,13.1,,13.1,,..,,..,,..,,..,,..,,12.1,,12.1,,12.1,,12.1,,12.1,,12.1,,12.1,"b,f",12.1,,..,,..,,..,,..,,2.2,,2.5,,3.0,,2.7,,2.9,,3.2,,..,,..,,3.2,
Germany,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,35.9,,..,,..,,..,,..,,..,,..,,..,,..,,..,,14.6,,14.6,,14.6,,15.6,,15.9,,15.9,,15.9,,15.9,,15.9,,15.9,,15.9,,15.9,,15.9,,5.7,,6.0,,8.0,,9.4,,10.5,,12.2,,12.2,,12.2,,12.2,,12.2,,12.2,,12.2,"b,h",12.2,,..,,..,,..,,..,,..,,..,,4.4,,4.5,,..,,..,,..,,..,,4.5,
Ghana,..,,..,,..,,..,,57.9,,..,,..,,..,,..,,66.6,,..,,..,,66.6,,..,,..,,..,,..,,48.4,d,52.6,d,55.0,,59.0,,..,,63.3,d,..,,..,,63.3,,7.4,,7.4,,7.4,,7.5,,7.8,,8.6,,9.0,,9.7,,10.1,,10.5,,10.5,,10.5,,10.5,,3.4,,4.2,,5.0,,5.6,,6.1,,6.5,,6.6,,6.7,,6.8,,7.0,,7.1,,7.1,b,7.1,,3.6,,2.5,,..,,..,,..,,5.4,,..,,..,,..,,..,,..,,..,,5.4,
Greece,..,,..,,..,,..,,..,,..,,..,,..,,..,,97.2,,..,,..,,97.2,,40.9,,42.3,,40.9,,40.7,,81.0,,99.7,,101.5,,99.9,,..,,..,,..,,..,,99.9,,11.8,,12.7,,12.9,,13.1,,14.1,,16.7,,16.9,,16.5,,16.5,,16.5,,16.5,,16.5,,16.5,,6.6,,7.3,,7.9,,8.2,,8.6,,9.8,,9.8,,9.9,,10.0,,10.1,,10.1,,10.1,"b,h",10.1,,..,,2.3,,..,,..,,3.3,,4.0,,..,,..,,..,,..,,..,,..,,4.0,
Grenada,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,48.9,,..,,..,,..,,..,,..,,..,,..,,..,,91.8,,..,,..,,91.8,,11.9,,11.9,,12.7,,13.6,,14.4,,15.3,,15.5,,15.6,,15.8,,16.0,,16.0,,16.0,,16.0,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,8.6,,8.6,b,8.6,,..,,5.6,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,4.9,
Guatemala,..,,..,,..,,..,,..,,..,,..,,..,,..,,74.5,,..,,..,,74.5,,..,,34.4,,..,,38.7,,58.2,d,67.0,d,67.6,d,70.5,,..,,..,,..,,..,,70.5,,6.0,,6.1,,6.7,,7.3,,8.7,,10.0,,10.1,,10.6,,10.6,,10.6,,10.6,,10.6,,10.6,,2.4,,2.7,,3.0,,3.2,,3.5,,3.6,,3.7,,3.8,,3.9,,4.0,,4.1,,4.1,b,4.1,,1.8,,1.5,,..,,..,,..,,..,,3.0,,3.0,,3.2,,..,,..,,..,,3.2,
Guinea,..,,..,,..,,..,,..,,..,,..,,..,,..,,39.5,,..,,..,,39.5,,..,,15.7,,14.3,,20.2,,30.3,d,45.3,d,48.0,,50.5,d,51.0,,..,,..,,..,,51.0,,3.4,,3.3,,2.8,,3.6,,4.9,,7.5,,8.0,,8.4,,8.6,,8.6,,8.6,,8.6,,8.6,,..,,..,,..,,..,,..,,1.6,,1.6,,1.6,,1.6,,1.6,,1.6,,1.6,"b,m",1.6,,..,,..,,..,,..,,2.5,,1.8,,..,,..,,2.4,,..,,..,,..,,2.4,
Guinea-Bissau,..,,..,,..,,..,,41.4,,..,,..,,..,,..,,52.2,,..,,..,,52.2,,..,,..,,..,,..,,40.3,,62.0,,64.6,,..,,..,,..,,..,,..,,64.6,,3.3,,3.3,,3.6,,4.9,,6.1,,8.8,,9.1,,9.1,,9.1,,9.1,,9.1,,9.1,,9.1,,..,,..,,..,,..,,..,,2.3,,2.3,,2.3,,2.3,,2.3,,2.3,,2.3,"b,f",2.3,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,
Guyana,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,41.7,,38.4,,..,,38.3,,..,d,83.7,,..,,81.2,,80.6,,78.6,,..,,..,,78.6,,9.4,,9.5,,10.3,,11.1,,12.4,,13.0,,12.5,,12.3,,12.2,,11.9,,11.9,,11.9,,11.9,,5.5,,6.0,,6.4,,6.8,,7.1,,7.5,,7.6,,7.7,,7.8,,7.9,,8.0,,8.0,b,8.0,,..,,8.3,,..,,..,,8.5,,8.1,,8.1,,6.1,,..,,..,,..,,..,,6.1,
Haiti,..,,..,,..,,..,,..,,..,,48.7,,..,,..,,..,,..,,..,,48.7,,27.0,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,5.1,,6.6,,7.1,,7.5,,7.6,,7.6,,7.6,,7.6,,7.6,,7.6,,7.6,,7.6,n,7.6,,1.4,,2.2,,2.7,,3.3,,3.9,,4.5,,4.5,,4.6,,4.7,,4.8,,4.9,,4.9,b,4.9,,1.4,,1.0,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,
Honduras,..,,..,,..,,..,,..,,..,,..,,83.6,,..,,..,,..,,..,,83.6,,44.6,,49.2,,49.5,,..,,..,,..,,..,,..,,71.8,k,..,,..,,..,,71.8,,7.7,,8.7,,8.6,,9.1,,10.0,,10.9,,11.1,,11.2,,11.4,,11.4,,11.4,,11.4,,11.4,,2.9,,3.7,,4.3,,4.8,,5.3,,5.9,,6.0,,6.1,,6.3,,6.4,,6.5,,6.5,b,6.5,,3.0,,4.0,,..,,3.6,,..,,..,,..,,..,,..,,..,,..,,..,,..,
"Hong Kong, China (SAR)",..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,32.9,,..,,..,,..,,..,,74.5,,74.2,,77.3,d,83.1,d,83.6,d,..,,..,,83.6,,11.3,,11.9,,12.5,,13.0,,13.6,,13.8,,13.8,,14.4,,15.5,,15.7,,15.7,,15.7,,15.7,,6.7,,7.6,,8.5,,8.7,,8.7,,9.4,,9.5,,9.7,,9.8,,9.9,,10.0,,10.0,b,10.0,,..,,..,,..,,..,,..,,4.2,,3.9,,3.5,,3.3,,4.5,,..,,..,,4.5,
Hungary,98.9,,..,,..,,..,,..,,..,,..,,..,,..,,99.4,,..,,..,,99.4,,28.1,,32.6,,24.4,,26.8,,80.5,,89.3,,90.2,,90.3,,90.1,,89.6,,..,,..,,89.6,,11.3,,11.9,,11.3,,12.5,,14.2,,15.2,,15.3,,15.3,,15.3,,15.3,,15.3,,15.3,,15.3,,8.8,,8.8,,8.7,,10.4,,10.5,,10.7,,10.8,,10.8,,10.9,,11.0,,11.1,,11.1,"b,h",11.1,,4.6,,5.2,,..,,..,,4.8,,5.5,,5.4,,5.2,,..,,..,,..,,..,,5.2,
Iceland,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,37.1,,38.2,,40.7,,45.7,,89.7,,95.5,,96.0,,95.7,,96.5,,96.0,,..,,..,,96.0,,12.5,,13.3,,14.2,,15.9,,17.0,,18.0,,18.0,,18.0,,18.0,,18.0,,18.0,,18.0,,18.0,,7.4,,7.9,,8.4,,8.8,,9.3,,9.9,,10.0,,10.1,,10.2,,10.3,,10.4,,10.4,b,10.4,,4.4,,4.7,,..,,..,,5.8,,7.6,,7.5,,7.4,,..,,..,,..,,..,,7.4,
India,..,,..,,..,,..,,..,,..,,62.8,,..,,..,,..,,..,,..,,62.8,,29.0,,31.2,,32.7,,33.2,,52.1,d,60.8,,61.2,,62.6,,..,,..,,..,,..,,62.6,,6.5,,7.3,,7.7,,8.3,,8.4,,9.9,,10.1,,10.3,,10.3,,10.3,,10.3,,10.3,,10.3,,1.9,,2.4,,3.0,,3.3,,3.6,,4.0,,4.1,,4.1,,4.2,,4.3,,4.4,,4.4,b,4.4,,2.9,,3.2,,..,,..,,4.4,,3.1,,3.1,,..,,..,,..,,..,,..,,3.1,
Indonesia,67.3,,..,,81.5,,..,,..,,..,,92.0,,..,,92.2,,..,,..,,..,,92.2,,..,,50.5,,47.5,,46.1,,..,,69.3,d,70.3,,74.5,,74.5,,77.6,,..,,..,,77.6,,8.7,,10.1,,10.4,,10.5,,11.1,,11.8,,12.0,,12.7,,12.7,,13.2,,13.2,,13.2,,13.2,,3.1,,3.5,,3.3,,4.2,,4.8,,5.3,,5.4,,5.5,,5.6,,5.7,,5.8,,5.8,b,5.8,,..,,..,,..,,..,,..,,2.9,,3.6,,3.5,,2.8,,..,,..,,..,,2.8,
Iran (Islamic Republic of),..,,..,,..,,..,,..,,82.4,,82.3,,..,,85.0,,..,,..,,..,,85.0,,..,,36.5,,..,,40.4,,72.5,k,67.4,k,70.6,k,71.9,k,68.9,,69.9,,..,,..,,69.9,,8.4,,8.4,,9.3,,10.9,,12.2,,12.2,,12.8,,13.0,,12.8,,12.7,,12.7,,12.7,,12.7,,2.1,,2.8,,3.7,,4.4,,5.1,,6.1,,6.4,,6.6,,6.8,,7.0,,7.3,,7.3,b,7.3,,..,,3.8,,..,,..,,4.4,,4.7,,5.1,,5.5,,4.8,,4.7,,..,,..,,4.7,
Iraq,..,,..,,..,,..,,74.1,,..,,..,,..,,..,,78.1,,..,,..,,78.1,,49.2,,43.9,,..,,..,,53.5,,..,,..,,..,,..,,..,,..,,..,,..,,10.3,,9.6,,9.4,,8.8,,8.5,,9.8,,9.8,,9.8,,9.8,,9.8,,9.8,,9.8,,9.8,,1.5,,2.1,,2.9,,3.9,,4.8,,5.3,,5.3,,5.4,,5.4,,5.5,,5.6,,5.6,b,5.6,,2.7,,4.1,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,
Ireland,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,44.8,,45.3,,47.6,,48.5,,91.8,,98.0,,98.0,,100.4,,99.8,,101.2,,..,,..,,101.2,,11.4,,11.9,,12.5,,13.6,,16.7,,17.6,,17.6,,17.9,,17.9,,18.0,,18.0,,18.0,,18.0,,9.5,,10.1,,10.4,,10.9,,11.2,,11.4,,11.4,,11.5,,11.5,,11.6,,11.6,,11.6,b,11.6,,5.8,,5.4,,..,,..,,4.3,,4.7,,4.8,,4.9,,..,,..,,..,,..,,4.9,
Israel,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,47.7,,..,,44.9,,48.0,,88.3,,90.0,,89.9,,90.9,,90.2,,91.0,,..,,..,,91.0,,12.3,,13.0,,12.8,,13.4,,14.9,,15.4,,15.4,,15.6,,15.4,,15.5,,15.5,,15.5,,15.5,,9.8,,10.3,,10.8,,11.2,,11.6,,11.9,,11.9,,11.9,,11.9,,11.9,,11.9,,11.9,b,11.9,,8.8,,9.1,,..,,..,,6.5,,6.1,,6.1,,5.9,,..,,..,,..,,..,,5.9,
Italy,..,,..,,..,,..,,..,,..,,..,,..,,..,,98.9,,..,,..,,98.9,,35.5,,32.2,,31.1,,36.3,,81.4,,90.0,,91.0,,91.6,,91.8,,..,,..,,..,,91.8,,12.2,,12.1,,12.7,,14.1,,14.9,,16.0,,16.2,,16.3,,16.3,,16.3,,16.3,,16.3,,16.3,,6.1,,6.6,,7.2,,7.8,,8.4,,9.5,,9.6,,9.8,,9.9,,10.0,,10.1,,10.1,"b,h",10.1,,..,,4.9,,..,,..,,4.5,,4.4,,4.7,,4.3,,..,,..,,..,,..,,4.3,
Jamaica,..,,..,,..,,..,,..,,..,,..,,..,,..,,86.4,,..,,..,,86.4,,..,,..,,..,,..,,74.7,d,..,,..,,..,,86.7,,..,,..,,..,,86.7,,11.1,,10.9,,11.2,,11.5,,11.6,,12.5,,13.0,,13.4,,13.8,,13.8,,13.8,,13.8,,13.8,,5.2,,5.8,,6.4,,7.4,,8.6,,9.0,,9.2,,9.3,,9.4,,9.5,,9.6,,9.6,b,9.6,,..,,5.5,,..,,..,,5.0,,4.6,,..,,5.5,,6.2,,5.8,,..,,..,,5.8,
